session_id,user_id,movie_id,watch_date,device_type,watch_duration_minutes,progress_percentage,action,quality,location_country,is_download,user_rating,email,first_name,last_name,age,gender,country,state_province,city,subscription_plan,subscription_start_date,is_active,monthly_spend,primary_device,household_size,created_at,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
session_007486,user_00059,movie_0769,6/5/24,Desktop,,16.1,started,4K,USA,FALSE,,debra12@example.org,Kevin,Wilson,40,,USA,Wisconsin,South Shawn,Standard,2024-05-06,TRUE,13,Tablet,3,2025-03-30 5:39:59,King Day,Movie,Music,,2016,129,TV-Y7,English,Canada,7.7,,59950273,,,FALSE,2024-06-24,FALSE
session_092501,user_05593,movie_0237,5/26/25,Desktop,,92.9,completed,HD,Canada,FALSE,,vpena@example.org,Thomas,Ferguson,42,Male,Canada,New Brunswick,Spencerbury,Premium,2023-05-26,TRUE,14.56,Mobile,1,2022-12-24 19:49:44,Legend Warrior,TV Series,Animation,,2002,24,PG-13,English,Japan,,,,8,82,FALSE,2020-09-30,FALSE
session_086687,user_09679,movie_0915,1/1/25,Mobile,176.2,78.3,completed,HD,USA,FALSE,,jefferyramirez@example.org,Joshua,Gomez,43,Prefer not to say,Canada,New Brunswick,West Jessica,Premium,2025-01-02,TRUE,9.15,Mobile,4,2025-05-03 22:20:07,Journey Adventure,TV Series,Romance,Fantasy,2004,36,PG-13,English,France,8.8,,,11,27,TRUE,2025-07-10,FALSE
session_006948,user_09698,movie_0409,12/22/24,Laptop,54.5,77.3,paused,4K,Canada,FALSE,,martinezmichael@example.org,William,Olsen,30,Male,USA,Tennessee,Medinaton,Standard,2023-09-13,TRUE,6.09,Mobile,2,2023-03-21 19:31:34,Mystery Storm,Documentary,Fantasy,Drama,2020,99,TV-14,English,USA,7.8,,,,,FALSE,2023-04-18,TRUE
session_029846,user_08199,movie_0316,8/15/25,Laptop,122.4,97.2,paused,Ultra HD,USA,TRUE,3,lawsonvirginia@example.net,Jennifer,Miller,59,Male,USA,Tennessee,Port Beverlyborough,Premium,2023-05-16,TRUE,,Desktop,2,2024-07-30 8:36:28,Mystery Kingdom,Movie,History,,2018,119,NC-17,Hindi,USA,6.8,,,,,FALSE,2024-03-25,FALSE
session_071850,user_04354,movie_0816,1/30/24,Smart TV,15.9,22.1,completed,4K,Canada,TRUE,,annette29@example.com,Joseph,Rogers,26,Female,Canada,Alberta,Kimberlyfurt,Basic,2024-08-22,TRUE,7.89,Laptop,6,2024-03-31 20:34:39,Legend Empire,Stand-up Comedy,Western,,2010,55,PG-13,Japanese,South Korea,7,,,,,FALSE,2022-06-07,FALSE
session_083907,user_06872,movie_0968,9/14/24,Laptop,96.4,65,completed,4K,USA,FALSE,,dustinalexander@example.net,Kayla,Jackson,42,,USA,Texas,Lake Lauraberg,Standard,2025-06-29,TRUE,2.71,Mobile,1,2023-11-07 17:42:07,First Queen,TV Series,Fantasy,,1996,46,NC-17,English,USA,5.8,,,9,14,FALSE,2024-03-16,FALSE
session_073732,user_02696,movie_0837,2/15/25,Desktop,5.9,28.9,stopped,HD,Canada,TRUE,,matthew25@example.org,Taylor,Jordan,37,Female,USA,Indiana,Parkerberg,Premium+,2023-03-26,TRUE,33.76,Laptop,2,2023-01-19 7:24:44,Princess Adventure,Movie,Action,Adventure,2015,140,TV-Y,Korean,USA,4.9,,,,,FALSE,2024-07-06,TRUE
session_063671,user_04552,movie_0395,11/16/24,Tablet,61,60.1,started,SD,USA,FALSE,,gina84@example.org,Jennifer,Knight,20,Male,USA,Virginia,West Seth,Basic,2023-11-26,FALSE,16.41,Mobile,3,2024-02-18 5:58:39,Princess Queen,Stand-up Comedy,Family,Drama,2022,36,NC-17,English,USA,,,,,,FALSE,2024-04-04,FALSE
session_006494,user_01408,movie_0056,11/6/24,Desktop,146.3,2.9,completed,Ultra HD,USA,FALSE,,lgonzales@example.net,Elizabeth,Gutierrez,12,Female,USA,Michigan,Lake Manueltown,Premium+,2025-06-29,TRUE,41.4,Tablet,1,2023-09-17 21:10:22,Big Princess,Movie,Adventure,Comedy,1997,137,TV-Y,English,USA,6.2,3593765,2259750,,,TRUE,2021-01-18,FALSE
session_017174,user_08737,movie_0111,8/10/25,Desktop,,44.6,stopped,4K,USA,TRUE,4,watkinsrebecca@example.com,Steven,Hughes,26,Male,USA,Florida,Knightchester,Basic,2023-01-14,TRUE,21.87,Mobile,4,2025-04-14 23:23:26,Kingdom Mission,Movie,Sport,,1995,106,TV-Y7,English,USA,,770163,3222643,,,FALSE,2021-03-12,TRUE
session_094610,user_04762,movie_0623,3/13/25,Mobile,34.9,11.9,paused,4K,USA,TRUE,,seanmills@example.net,Jacob,Collins,48,Male,USA,Texas,North Victor,Premium+,2023-11-12,TRUE,14.68,Desktop,,2025-06-13 20:20:14,Family Day,Stand-up Comedy,Family,,2013,54,PG,English,USA,9.3,,,,,FALSE,2023-08-08,FALSE
session_074008,user_02896,movie_0130,7/9/25,Mobile,,83.2,completed,4K,USA,FALSE,2,apeterson@example.org,Richard,Tapia,40,Male,USA,Indiana,Sarahbury,Standard,2025-03-06,FALSE,,Laptop,2,2023-05-10 17:24:50,Last House,Movie,Action,,1990,36,NC-17,English,Japan,6.4,10949397,45443003,,,FALSE,2020-11-19,FALSE
session_045479,user_08856,movie_0590,8/3/24,Desktop,,56.2,stopped,SD,Canada,TRUE,,williamsjoshua@example.org,Kelly,Mullins,29,Male,USA,Arizona,New Marc,Premium,2024-07-10,TRUE,8.13,Tablet,3,2024-04-06 1:04:23,Secret City,Documentary,War,,2012,104,NC-17,English,India,5.4,,,,,FALSE,2022-12-15,TRUE
session_086823,user_07411,movie_0470,6/14/25,Mobile,145,53.8,completed,HD,Canada,FALSE,,april77@example.org,Nicole,Lawrence,33,Female,Canada,Alberta,Cindymouth,Standard,2025-07-16,TRUE,21.07,Laptop,,2025-06-18 8:53:08,Mystery House,Documentary,Biography,,1994,112,TV-Y,Italian,USA,5.7,,,,,FALSE,2025-06-30,FALSE
session_020993,user_02595,movie_0548,7/5/25,Desktop,102.7,86.9,paused,4K,USA,FALSE,,anna59@example.com,William,Reed,16,Female,USA,New Jersey,East Hunter,Premium,2022-08-17,TRUE,12.28,Smart TV,4,2022-08-07 23:27:54,Story Hero,Documentary,Comedy,Adventure,1990,92,R,English,Germany,,,,,,FALSE,2024-04-13,FALSE
session_074696,user_07898,movie_0082,10/28/25,Smart TV,29.1,6.1,completed,HD,USA,FALSE,,omonroe@example.com,Gregory,Snyder,63,Female,USA,Illinois,East Kathrynport,Premium,2025-05-26,TRUE,19.96,Tablet,1,2024-06-08 5:44:24,Bright Phoenix,Movie,Western,,1995,408,TV-MA,German,South Korea,4.6,8461755,173407724,,,TRUE,2021-04-14,FALSE
session_051958,user_04667,movie_0794,12/23/25,Smart TV,79.5,15.8,completed,HD,USA,TRUE,,josephalvarado@example.net,David,Banks,19,Prefer not to say,USA,Tennessee,Lake Dawn,Premium,2023-02-26,TRUE,,Smart TV,2,2024-05-01 5:02:36,Warrior War,Movie,Sport,,1991,102,TV-PG,English,Japan,,5565586,16023137,,,FALSE,2022-10-20,TRUE
session_037014,user_09664,movie_0356,8/4/25,Desktop,90.7,3.5,paused,Ultra HD,USA,FALSE,,gary69@example.org,Manuel,Dean,48,Male,USA,Wisconsin,Danielsfurt,Premium+,2023-01-26,TRUE,8.97,Gaming Console,2,2022-08-06 5:01:59,Love Empire,TV Series,Music,History,1999,43,TV-PG,Korean,USA,7.9,,,14,67,FALSE,2023-07-28,FALSE
session_079950,user_06847,movie_0912,3/5/24,Mobile,,13,stopped,HD,USA,FALSE,,tammymedina@example.org,Justin,Woods,46,Male,USA,North Carolina,New Amanda,Standard,2023-01-29,TRUE,,Gaming Console,3,2023-01-27 22:09:34,Mission Night,Stand-up Comedy,Adventure,,2015,72,TV-Y7,English,USA,2.6,,,,,FALSE,2023-01-10,FALSE
session_032979,user_07655,movie_0442,1/17/24,Laptop,62.3,85.3,stopped,4K,USA,FALSE,,colleenwilliams@example.org,Daniel,Robinson,43,Male,USA,Maryland,North Toddtown,Standard,2022-10-02,FALSE,,Desktop,4,2024-11-07 20:25:01,Dragon Storm,Stand-up Comedy,War,,1990,59,G,English,USA,6.6,,,,,TRUE,2022-08-05,FALSE
session_064821,user_08962,movie_0980,1/17/25,Laptop,88.2,15,completed,HD,USA,FALSE,,joseph97@example.net,Caitlin,Snyder,32,Male,USA,Arizona,Bennettmouth,Premium,2023-09-05,FALSE,15.22,Desktop,2,2024-02-14 4:17:18,War Battle,TV Series,Adventure,Biography,1966,17,TV-MA,Spanish,USA,8,,,13,166,FALSE,2024-03-11,FALSE
session_048168,user_01962,movie_0073,9/12/24,Mobile,,8.6,started,HD,USA,FALSE,3,sharon78@example.net,Eric,Simmons,25,Female,USA,Tennessee,Ashleyview,Standard,2025-05-13,TRUE,12.65,Desktop,2,2024-05-26 10:19:06,House Family,TV Series,Action,,2021,42,TV-PG,German,Canada,4.8,,,5,121,TRUE,2023-03-24,FALSE
session_053038,user_05515,movie_0995,10/7/24,Smart TV,69.1,30.6,stopped,4K,USA,FALSE,,kwood@example.org,Anne,Diaz,10,Female,USA,North Carolina,Lake Coryview,Basic,2025-03-01,FALSE,22.3,Desktop,,2023-12-23 4:54:35,Big Day,Movie,Horror,,2024,185,TV-PG,Japanese,South Korea,7.9,436936,25050655,,,FALSE,2024-01-13,FALSE
session_048678,user_09050,movie_0303,8/11/24,Desktop,86.4,74.2,stopped,HD,Canada,FALSE,3,michael53@example.org,Daniel,Grant,51,,USA,Florida,Bradview,Standard,2024-02-27,TRUE,,Desktop,3,2024-08-24 15:55:16,Quest Princess,Movie,History,Western,1990,132,TV-Y,Japanese,USA,6.3,27892159,12209704,,,FALSE,2022-04-28,TRUE
session_099954,user_00022,movie_0589,3/1/25,Desktop,12.4,28.4,started,HD,USA,FALSE,,jessica56@example.net,Paul,Scott,33,Male,USA,Florida,New Saraside,Premium+,2023-09-05,TRUE,,Gaming Console,2,2025-06-07 18:30:36,Family Adventure,Limited Series,Mystery,,2011,332,TV-Y,Korean,USA,7.3,,,3,79,TRUE,2021-08-11,FALSE
session_087664,user_00703,movie_0004,4/27/24,Laptop,188.1,36,started,HD,USA,FALSE,,bliu@example.com,Brandon,Thompson,23,Female,Canada,Nova Scotia,New Eric,Standard,2024-11-14,TRUE,6.2,Laptop,4,2024-05-17 8:14:55,Our Princess,Documentary,Sci-Fi,,2011,131,NC-17,Japanese,USA,5.3,,,,,FALSE,2022-11-26,FALSE
session_078278,user_09912,movie_0348,12/7/24,Laptop,,75.2,stopped,4K,Canada,TRUE,,donnaking@example.org,Roger,Edwards,19,Male,USA,Illinois,East Williamport,Standard,2024-08-25,TRUE,11,Mobile,,2024-01-24 13:47:00,Quest Adventure,TV Series,Sport,Family,2024,43,TV-PG,Spanish,USA,6.4,,,13,123,TRUE,2025-01-10,FALSE
session_073100,user_06837,movie_0827,6/6/24,Smart TV,47.6,8.8,stopped,HD,USA,FALSE,,kristengonzalez@example.net,Cody,King,20,Female,USA,Michigan,South Catherinefurt,Standard,2023-10-12,TRUE,9.6,Desktop,3,2023-06-01 4:39:10,Mystery House,Movie,Family,Biography,2021,139,R,Hindi,USA,,,2642562,,,TRUE,2024-10-22,FALSE
session_062970,user_03552,movie_0050,5/22/24,Desktop,142.8,,started,HD,USA,FALSE,3,elainewilliams@example.com,Nicole,Williams,32,Female,Canada,British Columbia,New Linda,Standard,2024-06-22,TRUE,8.5,Mobile,2,2025-01-19 16:19:12,Last Quest,TV Series,Biography,,2015,41,TV-PG,French,USA,6.1,,,8,116,FALSE,2023-08-10,FALSE
session_009442,user_00624,movie_0601,11/18/24,Desktop,33.5,61,completed,HD,USA,FALSE,3,murphywilliam@example.com,Crystal,Mann,,Male,Canada,New Brunswick,South Craighaven,Premium,2023-02-26,TRUE,11.62,Mobile,3,2025-06-08 2:36:41,Secret Mission,Documentary,Horror,,2016,99,G,Japanese,Germany,6.5,,,,,FALSE,2021-01-20,FALSE
session_050791,user_05513,movie_0054,6/30/24,Tablet,54.7,84.9,started,4K,Canada,TRUE,4,freyes@example.com,Allison,Bishop,29,,USA,New York,Jerryville,Basic,2023-04-28,TRUE,11.54,Smart TV,3,2023-06-29 21:37:39,Phoenix Journey,TV Series,Romance,History,2021,35,TV-MA,English,France,8.8,,,,78,FALSE,2024-11-17,FALSE
session_006830,user_05821,movie_0587,7/31/25,Smart TV,46.7,26,stopped,SD,Canada,TRUE,,villegasjames@example.org,Robert,Robinson,,Male,Canada,Manitoba,Myersburgh,Standard,2023-10-30,FALSE,18.96,Desktop,2,2024-11-14 17:40:45,A Quest,Stand-up Comedy,Family,,2020,51,R,English,India,5.9,,,,,FALSE,2022-05-14,FALSE
session_025431,user_03963,movie_0310,7/4/25,Mobile,82.6,85.2,completed,SD,Canada,FALSE,,bcrosby@example.net,Daniel,Davis,20,Female,Canada,Saskatchewan,North Claudiaside,Basic,2023-02-03,TRUE,32.58,Mobile,1,2025-03-15 11:29:59,Legend Ice,Limited Series,Family,War,2003,32,R,English,USA,6.3,,,14,86,FALSE,2021-01-24,FALSE
session_036041,user_03839,movie_0569,12/3/25,Laptop,21.4,74.1,paused,HD,USA,FALSE,,raguirre@example.net,Phyllis,Rojas,33,Male,USA,Illinois,Weavermouth,Basic,2022-10-13,FALSE,22.12,Smart TV,1,2022-10-25 12:27:04,Legend King,Documentary,War,,1990,59,TV-14,English,USA,6.3,,,,,FALSE,2022-04-12,TRUE
session_049107,user_06590,movie_0723,7/12/25,Tablet,27.8,80.4,started,4K,Canada,TRUE,,prestonkimberly@example.net,Gerald,Moore,,Female,USA,Massachusetts,Michelleshire,Basic,2025-03-30,TRUE,33.63,Desktop,3,2022-12-15 10:49:26,House Day,Documentary,Thriller,,2000,128,TV-MA,Hindi,UK,8,,,,,FALSE,2025-02-25,FALSE
session_040500,user_02676,movie_0832,5/21/25,Smart TV,29.8,,completed,4K,Canada,FALSE,,jennarobinson@example.net,David,Riley,43,Female,USA,Tennessee,Tinafurt,Premium,2025-04-20,TRUE,8.19,Smart TV,,2023-04-02 15:50:48,Dark Princess,Movie,Mystery,,2024,123,R,English,USA,7.5,7530143,3531986,,,FALSE,2023-11-25,FALSE
session_037395,user_02017,movie_0324,8/20/24,Tablet,33.8,46.4,paused,HD,USA,FALSE,,danielle24@example.net,Catherine,Lawson,38,Female,Canada,Newfoundland and Labrador,North Jenniferport,Premium,2025-04-11,TRUE,,Desktop,2,2022-08-31 2:18:12,Phoenix Dragon,Documentary,Fantasy,,1994,66,PG,English,Canada,6.9,,,,,FALSE,2021-01-02,TRUE
session_082995,user_01382,movie_0031,6/8/24,Smart TV,64.3,76.2,stopped,HD,Canada,FALSE,,ramirezrhonda@example.org,Philip,Ramos,21,Female,Canada,Prince Edward Island,Phillipsburgh,Standard,2025-01-26,FALSE,,Smart TV,2,2023-06-30 0:24:15,Warrior War,Movie,Romance,,2024,129,TV-Y7,English,USA,4.7,,2057069,,,FALSE,2022-06-10,FALSE
session_043094,user_05575,movie_0540,12/19/25,Desktop,111.1,87.8,paused,4K,USA,TRUE,3,laurahunt@example.com,Shannon,Lynn,43,,USA,Michigan,North Catherine,Premium,2023-04-13,FALSE,16.7,Tablet,1,2025-06-04 12:18:09,Warrior Story,Documentary,Music,Mystery,2004,86,TV-MA,Italian,USA,7.7,,,,,TRUE,2020-09-03,FALSE
session_013059,user_04847,movie_0056,3/21/24,Mobile,54.9,39.4,completed,4K,Canada,TRUE,,ycarter@example.org,Lawrence,Lewis,8,Female,USA,Missouri,Brennanmouth,Premium+,2023-10-04,TRUE,46.39,Gaming Console,2,2024-12-30 18:56:41,Big Princess,Movie,Adventure,Comedy,1997,137,TV-Y,English,USA,6.2,3593765,2259750,,,TRUE,2021-01-18,FALSE
session_040318,user_05246,movie_0895,1/19/24,Mobile,25.1,90.1,stopped,HD,USA,FALSE,,schwartzjames@example.org,Anna,Wilson,39,Male,USA,Arizona,New Amy,Premium,2025-05-09,TRUE,30.92,Tablet,4,2024-08-20 13:01:14,House War,Movie,Animation,,2014,82,TV-PG,English,USA,7.5,1647411,,,,FALSE,2025-03-18,FALSE
session_036325,user_06740,movie_0613,12/22/24,Desktop,112.2,55.5,paused,4K,USA,FALSE,,jacobsrichard@example.net,Tyler,Armstrong,41,Male,USA,Florida,South Jared,Standard,2022-08-15,FALSE,,Desktop,2,2024-04-01 11:50:56,Princess Day,Limited Series,Sci-Fi,Crime,1993,30,TV-Y7,English,USA,4.6,,,8,19,FALSE,2024-12-27,FALSE
session_034325,user_08125,movie_0834,11/3/24,Mobile,100.4,29.4,paused,HD,Canada,FALSE,,mcdanielmichael@example.org,Ethan,Christian,34,Other,USA,Arizona,Courtneyshire,Standard,2022-09-09,TRUE,0.76,Gaming Console,4,2023-10-18 3:01:01,The Mission,TV Series,Crime,,2009,25,TV-14,Japanese,USA,7.1,,,,118,FALSE,2024-01-22,FALSE
session_049739,user_00216,movie_0103,8/8/24,Desktop,35.3,20.4,started,SD,USA,FALSE,,jasonklein@example.net,Samantha,Zavala,29,Male,USA,Massachusetts,Jenniferstad,Basic,2024-05-01,TRUE,16.65,Laptop,,2024-08-10 20:27:43,Family Battle,Stand-up Comedy,Sci-Fi,Action,2017,52,NC-17,Italian,France,8.2,,,,,FALSE,2024-04-16,FALSE
session_047012,user_04677,movie_0783,5/30/24,Mobile,148.6,12.4,stopped,4K,USA,FALSE,,ann79@example.net,Natalie,Sanchez,,,USA,Ohio,Port Hannah,Basic,2024-05-22,FALSE,,Tablet,2,2023-10-15 19:29:02,Love Journey,Movie,Horror,Animation,2015,109,TV-G,Hindi,USA,7.9,23460063,256361930,,,FALSE,2025-01-08,FALSE
session_034231,user_03319,movie_0447,10/19/25,Laptop,23.8,6.7,stopped,HD,USA,FALSE,3,williamtaylor@example.com,Henry,Morrison,,Female,USA,Ohio,West Teresa,Premium,2023-02-21,TRUE,14.47,Tablet,3,2023-01-12 2:15:01,House Night,Stand-up Comedy,History,,2005,31,G,Italian,Germany,4.7,,,,,FALSE,2023-04-30,TRUE
session_029180,user_08665,movie_0269,5/29/24,Tablet,60.6,84.6,stopped,HD,USA,FALSE,,dunlapmelanie@example.com,Amanda,Garcia,21,Male,Canada,Alberta,New Lauratown,Premium,2022-12-25,TRUE,27.63,Desktop,2,2022-09-19 23:30:57,Secret Mystery,Documentary,Drama,,2012,74,PG-13,Italian,UK,9.8,,,,,FALSE,2024-10-25,FALSE
session_032597,user_07806,movie_0206,3/16/25,Mobile,,63.8,stopped,HD,USA,FALSE,3,jacqueline63@example.net,Kelly,Jennings,54,Other,USA,Georgia,Brittanybury,Basic,2024-08-25,FALSE,,Mobile,,2024-04-08 4:50:30,Big Dragon,TV Series,Romance,,2003,50,PG-13,English,Canada,6,,,9,97,FALSE,2023-04-13,FALSE
session_057287,user_03946,movie_0528,12/30/24,Mobile,55,31.1,started,HD,Canada,FALSE,,jkim@example.org,Melissa,Andersen,43,Male,USA,Massachusetts,Tranfurt,Premium,2025-08-01,FALSE,13.19,Tablet,4,2022-12-18 0:07:16,Queen Empire,Movie,Biography,,1995,91,TV-G,French,USA,1.3,5268267,98546720,,,TRUE,2020-08-20,TRUE
session_077463,user_05502,movie_0585,7/5/25,Tablet,110.1,67.1,started,SD,Canada,FALSE,,ptorres@example.org,Anne,Underwood,43,Female,USA,Arizona,Lake Kevinchester,Premium+,2023-03-08,TRUE,19.99,Gaming Console,,2022-12-07 1:17:49,Quest Battle,TV Series,Comedy,,2023,59,G,Spanish,USA,,,,6,101,FALSE,2020-11-25,FALSE
session_026373,user_00332,movie_0205,7/9/24,Desktop,69.2,0.9,started,HD,Canada,FALSE,,yprice@example.net,Victor,Levy,9,Female,USA,Pennsylvania,West Brianton,Premium,2022-12-09,TRUE,,Laptop,4,2025-05-29 3:29:48,Adventure Legend,TV Series,Drama,Adventure,2021,73,R,Japanese,USA,6.5,,,2,109,FALSE,2020-11-18,FALSE
session_051943,user_08275,movie_0345,5/13/24,Smart TV,30.5,13.1,paused,HD,USA,FALSE,3,ccooper@example.com,Henry,Medina,,Female,USA,California,Cherylfurt,Premium,2024-01-26,TRUE,4.79,Tablet,2,2024-12-08 22:52:09,Dark Secret,TV Series,Fantasy,,2001,64,NC-17,English,USA,7.5,,,3,146,FALSE,2023-02-19,FALSE
session_097786,user_07410,movie_0662,2/24/25,Desktop,187.1,75.6,paused,HD,Canada,FALSE,,qholt@example.org,Jared,Murray,39,Male,Canada,Manitoba,Jimenezfurt,Standard,2024-06-27,TRUE,26.3,Laptop,1,2023-08-20 15:16:51,Bright Family,Movie,Documentary,,1997,65,TV-MA,English,USA,7.9,10706001,1631334,,,FALSE,2020-09-13,FALSE
session_071997,user_07378,movie_0214,5/15/25,Tablet,100.2,6.1,stopped,HD,USA,FALSE,,david80@example.net,Steven,Bailey,40,Female,Canada,Ontario,Maureenside,Premium+,2024-07-03,TRUE,9.04,Mobile,3,2023-08-29 16:48:16,Last Dragon,Stand-up Comedy,Animation,Comedy,1966,47,TV-Y7,English,USA,4.3,,,,,FALSE,2024-11-12,FALSE
session_092077,user_05448,movie_0326,9/11/25,Desktop,68,82.7,stopped,HD,USA,FALSE,,vyang@example.net,Brandi,Bryan,46,Male,USA,Virginia,Johnberg,Premium,2024-12-21,TRUE,17.95,Desktop,3,2025-02-07 7:53:21,Our Queen,Movie,Family,,2018,98,TV-MA,English,South Korea,4.8,,,,,FALSE,2023-02-12,FALSE
session_059095,user_00390,movie_0070,12/19/25,Mobile,548,,completed,HD,USA,TRUE,,moralesroy@example.com,Christopher,Jackson,31,Female,USA,Tennessee,Lake Aliciamouth,Standard,2022-12-09,TRUE,,Smart TV,1,2023-02-27 20:29:08,Battle City,Documentary,Biography,,2023,81,R,Hindi,France,6.5,,,,,FALSE,2022-12-31,TRUE
session_094383,user_07248,movie_0094,7/18/25,Tablet,,43.8,started,4K,Canada,TRUE,4,clarkcarlos@example.com,Catherine,Greene,55,Female,USA,Pennsylvania,Lindseyborough,Premium,2025-07-31,TRUE,7.55,Mobile,2,2024-07-15 10:59:26,Dark City,Stand-up Comedy,Western,Western,1993,68,TV-Y7,English,USA,5.3,,,,,FALSE,2021-08-03,FALSE
session_031195,user_08241,movie_0045,7/30/24,Tablet,105.6,38.1,paused,HD,USA,FALSE,,aknox@example.net,Lauren,Proctor,28,Male,USA,Massachusetts,Port Melinda,Basic,2022-11-17,TRUE,2.77,Gaming Console,4,2022-10-03 20:38:39,Battle Day,Documentary,History,,2003,92,PG,English,USA,5.4,,,,,TRUE,2025-02-18,FALSE
session_015331,user_00676,movie_0573,7/29/24,Smart TV,76.4,32,paused,SD,Canada,FALSE,,klinejamie@example.com,John,Fritz,23,Male,USA,Maryland,Porterville,Basic,2025-03-14,TRUE,3.77,Gaming Console,5,2023-04-28 8:56:06,Fire Kingdom,Limited Series,Action,History,2020,34,PG,Spanish,Germany,6.9,,,3,35,FALSE,2021-08-28,FALSE
session_091440,user_03240,movie_0009,10/30/24,Smart TV,13,80.5,paused,HD,USA,FALSE,,mjimenez@example.com,Bonnie,Weaver,28,Male,USA,Georgia,Rodriguezchester,Standard,2023-04-10,FALSE,25.68,Gaming Console,2,2023-02-21 12:41:07,Dragon Empire,Movie,Biography,,2013,123,PG,Spanish,USA,8.4,,,,,FALSE,2024-05-09,FALSE
session_088625,user_02758,movie_0763,11/23/24,Tablet,42.5,19.7,completed,HD,USA,TRUE,,bfarmer@example.net,Jared,Robles,38,Male,USA,Arizona,Dalefurt,Premium,2023-11-23,TRUE,55.16,Desktop,3,2022-12-10 10:51:46,My Dragon,Movie,Comedy,Family,2007,93,TV-PG,Japanese,France,9.2,958475,1245159,,,FALSE,2023-05-22,TRUE
session_063118,user_01616,movie_0212,5/25/24,Smart TV,,73.8,started,HD,USA,FALSE,,polson@example.org,Cory,Watts,32,Female,Canada,Ontario,New Kirstenchester,Premium,2023-09-12,TRUE,,Desktop,2,2024-08-09 19:35:26,Story King,Stand-up Comedy,War,,2011,33,TV-Y,Hindi,UK,8,,,,,FALSE,2022-12-08,FALSE
session_052187,user_07329,movie_0600,5/11/25,Mobile,118.5,15.6,started,HD,USA,FALSE,,jamescummings@example.net,David,Jackson,30,Female,USA,Texas,Barrettmouth,Standard,2022-08-02,TRUE,14.85,Smart TV,7,2025-07-14 6:39:44,Big Adventure,TV Series,History,Fantasy,1992,40,TV-Y,Korean,South Korea,,,,14,173,FALSE,2022-12-08,FALSE
session_041312,user_07382,movie_0210,3/21/25,Laptop,22.4,,started,SD,USA,FALSE,,harrisdavid@example.org,James,Garner,,Male,USA,Arizona,Merrittstad,Basic,2022-11-26,TRUE,,Desktop,5,2024-07-14 17:13:08,Princess Kingdom,Movie,Sport,,2018,83,TV-14,German,Canada,2.7,2206961,,,,FALSE,2022-02-15,FALSE
session_032380,user_04303,movie_0218,3/16/24,Tablet,88.7,24.8,started,HD,USA,FALSE,,quinnsamantha@example.com,Matthew,Callahan,29,Male,USA,Washington,East Johnville,Basic,2024-01-22,TRUE,3.67,Gaming Console,5,2024-05-02 9:59:40,Journey Mission,Movie,Action,Documentary,1995,93,NC-17,English,India,6.2,8955476,5873907,,,FALSE,2020-12-19,FALSE
session_091566,user_08931,movie_0692,12/13/24,Desktop,102.9,2.8,paused,4K,USA,FALSE,,donna98@example.com,Michael,Smith,34,Male,USA,Massachusetts,Kaufmanbury,Basic,2025-05-31,TRUE,15.72,Gaming Console,,2024-03-04 1:45:08,Little Phoenix,Movie,Fantasy,,2002,83,PG-13,English,Germany,6.6,154356219,,,,FALSE,2023-02-15,FALSE
session_062160,user_04605,movie_0639,9/16/25,Laptop,34.2,1.2,completed,4K,Canada,FALSE,,palmerrandy@example.net,Emily,Brown,56,Female,USA,Missouri,New Rachel,Basic,2023-02-14,TRUE,,Desktop,7,2025-04-10 19:32:21,Quest Fire,Limited Series,Sport,War,1996,68,TV-Y7,English,Canada,4.8,,,11,37,TRUE,2021-05-03,FALSE
session_037899,user_00523,movie_0965,4/17/24,Desktop,52.8,82.5,paused,HD,Canada,FALSE,4,ashleyharding@example.org,Andrew,Mcclure,13,Female,USA,Tennessee,North Douglas,Premium,2023-04-27,TRUE,14.53,Gaming Console,3,2022-11-20 21:34:07,Empire Legend,Movie,Sport,Western,1997,29,PG-13,Spanish,Canada,3.5,1437629,5514939,,,FALSE,2020-08-06,FALSE
session_018991,user_00865,movie_0666,4/10/25,Tablet,40.4,41.1,stopped,HD,USA,FALSE,4,ethan37@example.org,Kimberly,Cruz,46,Male,Canada,Newfoundland and Labrador,West Jenniferhaven,Premium,2024-08-27,TRUE,6.97,Desktop,3,2025-03-04 14:00:40,Day City,Documentary,Adventure,,2014,110,R,English,India,9.6,,,,,FALSE,2025-04-06,FALSE
session_079556,user_03091,movie_0198,5/14/25,Desktop,27.1,,completed,HD,Canada,TRUE,,anthonyheidi@example.net,Cheryl,Hanson,36,Male,USA,Tennessee,Emilymouth,Premium+,2024-01-05,TRUE,33.86,Gaming Console,,2023-10-08 16:36:20,Phoenix Family,TV Series,Sport,,2007,48,TV-PG,Hindi,USA,4.9,,,6,141,TRUE,2023-01-02,FALSE
session_006815,user_00970,movie_0082,11/22/24,Tablet,26.9,59.6,paused,HD,USA,FALSE,,owhite@example.org,Jacqueline,Conley,52,Female,Canada,Ontario,Payneview,Premium+,2022-08-30,TRUE,18.12,Tablet,4,2024-02-14 18:01:37,Bright Phoenix,Movie,Western,,1995,408,TV-MA,German,South Korea,4.6,8461755,173407724,,,TRUE,2021-04-14,FALSE
